index,date,title,location,description,x,y,filmid
160,10/12/2014,The 9th Life of Louis Drax,1203 Stockton Street - North West corner of Pacific,Scenic view of Chinatown. B-Roll only,-122.4084476,37.7967142,35
258,9/28/2015,Godzilla,Pier #7 & Embarcadero @ Broadway,"Envirocam placed in left turn lane on Embarcadero, also camera on Pier 7",-122.39529,37.7967802,14
300,3/12/2015,Steve Jobs,Intersection of Columbus & Kearny,"Itc, Camera in Street on Sidewalk B6 Actors in Street & Sidewalk",-122.4053194,37.7969361,30
76,1/27/2014,The Diary of a Teenage Girl,"The Royal Oak, 2201 Polk St",Characters meet at a bar and have an argument,-122.4222488,37.7970009,36
255,9/27/2013,Godzilla,Pier #1,Still shots from water side of deck. Shots of ferry bldg: ****,-122.395278,37.797058,14
119,7/27/2013,Dawn of the Planet of the Apes,Columbus @ Pacific Ave,Apes cross Columbus go up Pacific Ave. Cross LF to Rt. Camera @ Tosch. Apes cross LF to Rt in Pacific,-122.4055862,37.7970914,10
180,6/17/2015,Entropy,Ext. The Green Arcade (Market St. & Gough St.) SF 94102,"Lead character crosses Market heading NB (via the crosswalk, only when WALK signal is on). Camera on tripod on sidewalk",-122.4271251,37.7972018,12
190,6/19/2015,Entropy,"Ext. 936 Robert C. Levy Tunnel, SF 94133","Lead character walks on sidewalk toward east end of tunnel. Camera is handheld, with operator sitting in passenger seat of passenger van, driving EB",-122.4117669,37.7972113,12
259,,Godzilla,Pier #1,Still shots from waterside - Shots of city - Still cam on tripod,-122.395417,37.797278,14
318,,Saltwater,"Jinza Couture Bridal, 1933 Union Street, San Francisco CA 94123",Wedding Dress Try-on,-122.4311337,37.7974477,25
212,3/21/2013,Man From Reno,255 Columbus Ave,"Woman notices a creepy man, leaves",-122.4065082,37.7974835,17
72,1/20/2014,The Diary of a Teenage Girl,"SPECS', 12 Adler",Two characters have their frist date at the bar,-122.405867,37.797599,36
50,4/20/2015,"Smile Again, Jenny  Lee","E Tutto Qua Restaurant, 270 Columbus Ave",Two characters meet in a caf¨¦,-122.4062907,37.7977528,29
285,8/26/2014,Ant-Man,Grant between Bush and Broadway,Driving shots - plate shots,-122.4069915,37.7978628,5
249,9/29/2013,Godzilla,Broadway @ Columbus,Enviro cam in various positions on both streets,-122.4067348,37.7978825,14
383,1/23/2015,Terminator Genesys,Columbus Ave. @ Broadway St,Camera on Sticks. Looking South on Columbus Ave. In post a Wave of destruction wipes out city,-122.4066392,37.7978886,33
33,12/10/2014,Radio Dreams,"Colombos Avenue, San Francisco, CA *Broadway","Vida driving the band to studio - Scene 18
Reda driving Leyla to studio - Sc 32",-122.406767,37.797904,24
36,12/14/2014,Radio Dreams,"Columbus Avenue, San Francisco, CA *Broadway",Actors walking around the streets,-122.406767,37.797904,24
286,8/26/2014,Ant-Man,Intersection of Broadway at Kearney,Driving shots - plate shots,-122.4055358,37.7980275,5
462,10/4/2013,Zen Dog,Market Street between Pine St. & The Embracadero,"Walk and talk scene between two characters, hand held camera, small crew",-122.2845662,37.7981506,43
14,9/15/2014,Age of Adaline,Pier 50 - end of the pier,View back to SF. Car on pier,-122.3963788,37.7982793,1
366,8/2/2014,Terminator Genesys,"San Francisco-Oakland Bay Bridge, ",Aerial photography by helicopter between 250-500 feet at the Bay Bridge. Camera position at Pier 26. SFMTA supervisor for streetcar notifications SFPD for ITC on the Embracadero,-122.378076,37.798382,33
159,10/12/2014,The 9th Life of Louis Drax,794 Vallejo - corner of Powell,Scenic view of Chinatown. B-Roll only,-122.4105027,37.7983918,35
248,9/29/2013,Godzilla,Broadway @ Sansome,Enviro cam in various positions on street,-122.4022486,37.7984455,14
30,2/19/2014,Big Eyes,Northbeach Broadway,B-roll,-122.402054,37.798481,6
334,10/21/2014,Americana,Romolo Place @ Fresno Street,Main character meets a man in the street as he exits his hotel (Basque Hotel),-122.4063583,37.7986081,4
77,1/28/2014,The Diary of a Teenage Girl,"Tonic, 2360 Polk St",Characters watch a band,-122.4221119,37.798693,36
168,2/6/2015,The 9th Life of Louis Drax,Vallejo @ Columbus,Scenic view of Downtown,-122.407925,37.7987074,35
264,4/17/2013,Need For Speed,Embarcadero between Broadway to Folsom Street (Tentative),"If filming not completed until TUES night, then WED will be wrap out day",-122.397834,37.799174,20
109,11/2/2014,Cardinal X,Lyan @ Chestnut,Actors talking at exterior of building,-122.4474686,37.799394,7
23,8/29/2014,Big Eyes,Green St. & Grant Ave,Gallery walks down Grant,-122.4074187,37.7997174,6
26,8/30/2014,Big Eyes,Filbert St @ Leavenworth,1101 Filbert,-122.417645,37.800328,6
24,8/29/2014,Big Eyes,Nobles Alley,First kiss in Alley,-122.4075668,37.8009686,6
20,8/28/2014,Big Eyes,"Palace of Fine Arts, ",Painters painting overlooking lagun,-122.4478073,37.8013992,6
172,5/2/2014,San Francisco Song,Palace of Fine Arts (PARKING ONLY),Book reading. 50 extra's for a scene of an authors' bookreading. Includes entrance with photographers. NO Playback ,-122.4478073,37.8013992,27
335,10/21/2014,Americana,"Palace of Fine Arts, ",Main character returns to the scene of the crime,-122.4478073,37.8013992,4
337,10/23/2014,Americana,"Palace of Fine Arts, ",Group of 5 people having left the restaurant wander into the plaza. Our actress moves away from the group and is attacked and shot dead,-122.4478073,37.8013992,4
22,8/29/2014,Big Eyes,St. Peters & Paul,,-122.410251,37.801572,6
170,5/1/2014,San Francisco Song,Lombard at Hyde,Camera at the top of the hill and then at the bottom of the hill. Two kids in a go cart with go pro camera's attached to the carts go down lombard street. There is PLAYBACK AUDIO,-122.4196203,37.8019997,27
274,8/26/2014,Ant-Man,Lombard at Hyde,"Ultimate Arm Camera Car drives south on Hyde, turns left on Lombard down curvy section of road",-122.4196662,37.8020032,5
292,8/27/2014,Ant-Man,Lombard St. @ Hyde St.,Shoot day: day/dusk filming with ultimate arm camera car at Lombard/Hyde intersection and Lombard St.,-122.4196662,37.8020032,5
144,6/27/2013,Quitters,Claire Lilienthal,Characters exiting front door,-122.4434533,37.8030687,23
68,5/14/2015,"Smile Again, Jenny  Lee",Greenwich St at Battery St,Shots of a car driving by and shots inside the car as it follows a bus,-122.4020101,37.8032619,29
58,4/28/2015,"Smile Again, Jenny  Lee",87 Cervantes Blvd *Beach,Main character visits former manager,-122.43898,37.80372,29
59,4/29/2015,"Smile Again, Jenny  Lee",87 Cervantes Blvd *Beach,The main character searches her mother's bedroom,-122.43898,37.80372,29
401,7/7/2015,Unleashed,Hyde St. and Bay St,Base camp location. Parking only,-122.4201633,37.8047936,42
78,1/28/2014,The Diary of a Teenage Girl,Corner of Polk and Northpoint,Character user a pay phone,-122.4236801,37.8053079,36
98,9/22/2014,Se Armo,North Point and Columbus,Actor walking getting into an store,-122.4184236,37.8059952,28
41,4/11/2015,"Smile Again, Jenny  Lee","Hyatt Hotel, 555 North Point St.",Interview on a TV set,-122.4162944,37.8060216,29
46,4/16/2015,"Smile Again, Jenny  Lee","Hyatt Hotel, 555 North Point St",A hospital waiting room,-122.4162944,37.8060216,29
101,9/25/2014,Se Armo,Hyde and Jefferson (Maritime National Park),Two actors talking. One actor dancing with the park view,-122.4207502,37.8075901,28
152,7/8/2013,Quitters,"Bechelli's Flower Market, 698 Brannan @ 16th st",Students talk to teacher @ caf¨¦,-122.27597,37.808124,23
169,5/1/2014,San Francisco Song,Fisherman's Wharf - From Mason to Hyde Streets,"Two people who are visiting San Francisco who walk around the city and fall in love. Eating crab, visiting the different tourist attractions. Ext only. There is PLAYBACK AUDIO",-122.4142,37.808441,27
437,7/16/2014,San Andreas,Pier 43 (Embarcadero N @ Powell),Bystanders watch as a tsunami crashes over them,-122.414486,37.80914,26
91,2/19/2014,The Diary of a Teenage Girl,"Bldg 62 and Nimitz House, T.l. / Yerba Buena",,-122.3635443,37.8125921,36
288,8/24/2014,Ant-Man,"Treasure Island, Building #1 Ave of the Palms, CA 94130",Aerial shots over Treasure Island,-122.3709364,37.8172777,5
289,8/24/2014,Ant-Man,"Treasure Island, Building #1 Ave of the Palms, CA 94130","Ext. shots of Bldg. 1, Ave. of the Palms, ext. shots of cityscape from Ave. of the Palms",-122.3709364,37.8172777,5
290,8/25/2014,Ant-Man,Treasure Island - Ave of the Palms @ Bldg. #1 / California Ave.,Aerial shots over Treasure Island,-122.3709364,37.8172777,5
291,8/25/2014,Ant-Man,Treasure Island - Ave of the Palms @ Bldg. #1 / California Ave.,"Ext. shots of Bldg. 1, Ave. of the Palms, ext. shots of cityscape from Ave. of the Palms",-122.3709364,37.8172777,5
436,7/15/2014,San Andreas,Battery Spencer (GGNRA),,-122.481804,37.827651,26
338,10/27/2014,Americana,Treasure Island Self Storage,Main character goes to his sons grade school to visit his son and his sons teacher,-122.368614,37.827923,4
272,8/26/2014,Ant-Man,Conzelman Road at McCollough Rd. and down Conzelman Rd. (working with GGNRA-NPS),Aerial shots over Conzelman Rd.,-122.4939185,37.8337649,5
273,8/26/2014,Ant-Man,Conzelman Road at McCollough Rd. and down Conzelman Rd. (working with GGNRA-NPS),Plate shots from camera car driving down Conzelman Road,-122.4939185,37.8337649,5
439,7/16/2014,San Andreas,Fort Baker (GGNRA),Plate shot of Golden Gate Bridge with SF in the background,-122.478866,37.836015,26
57,4/27/2015,"Smile Again, Jenny  Lee","Mission Inn, 5630 Mission St *Whipple",Main character's father's apartment,-122.4474182,37.7112617,29
345,11/6/2014,Americana,679 Madrid Street SF CA,"Main character visits His ex wife and child, he stays over and talks on the front porch in the evening",-122.434654,37.718723,4
19,1/17/2014,America Is Still The Place,"1315 Egbert Ave., San Francisco, CA 94124",Gentleman gets into taxi in driveway. No driving,-122.3914719,37.7217102,2
393,2/23/2013,American Brawler,"1330 Donner Avenue, San Francsico, CA 94124 (Warehouse)","Interior dialogue, exterior establishing shots",-122.3898806,37.7221048,3
392,2/19/2013,American Brawler,"740 Silver Avenue, San Francsico, CA 94134 (Manuel's Karate Dojo)","Interior dialogue scenes, Interior simulated/choreographed martial arts fights, exterior establishing shot",-122.4206085,37.7287216,3
332,7/23/2015,Commercial for Nike,Saint Francis Wood - 335 + 300 St. Francis Blvd,"TBD Football Talent at front door looking across to corresponding house with other talent. Picture cars, camera on lawn and sidewalk. Handheld, sticks, and or dolly/jib. ITC Per SFPD",-122.467392,37.7351112,99
187,6/18/2015,Entropy,"Ext. Bernal Heights Branch Library (500 Cortland Ave., SF 94110 - at intersection with Andover St.)","Lead character sits next to stairs, waiting for bus. Spills coffee on her lap. Camera on tripod for all shots. One shot from across Cortland Ave. looking back toward library",-122.4161453,37.7385368,12
314,4/5/2013,Saltwater,"Wild Side West, 424 Courtland Ave",Interior dialogue,-122.417175,37.738887,25
188,6/18/2015,Entropy,"Int. Wild Side West (424 Cortland Ave. SF 94110, near intersection with Andover St.)",Lead character drinks a beer in the outdoor beer garden behind Wild Side West. Two strangers,-122.4171753,37.7388878,12
200,6/20/2015,Entropy,"Ext. Wild Side West (424 Cortland Ave., SF 94110, near intersection with Andover St.)","Lead character and another character exit the bar, say good night. Lead character decides to follow the second character home. Camera hand-held or tripod",-122.4171753,37.7388878,12
197,6/20/2015,Entropy,"Int. Wild Side West (424 Cortland Ave., SF 94110, near intersection with Andover St.)","Lead character sits at a table, talking to another character. Room windows blocked with black Duvatyne cloth (day-for-night). No obstruction to",-122.4171753,37.7388878,12
329,5/5/2013,"Mom, Murder & Me",Intersection of Arthur St & Quint St - And the Adjacent Islais Creek Park,Characters flee fom a car crash (staged) and run into the park for a final (non-violent) confronation,-122.3880702,37.7465203,18
348,11/17/2014,Americana,"Laguna Honda Hospital, 375 Laguna Honda Blvd. SF CA",Main character moves through hospital hallway after the death of his sister. He meets an old friend to discuss whats next,-122.4587511,37.7475858,4
196,6/19/2015,Entropy,"Int/Ext. 3435 Cesar Chavez St., SF 94110 (Near intersection w/ Valencia St.)","Exterior: Lead character approaches building on the sidewalk (south side of Cesar Chavez St.) Camera on Dana Dolly (see location #5 for details) on sidewalk, leaving partial walkway.",-122.4187841,37.7481155,12
202,6/23/2015,Entropy,"Int/Ext. 3435 Cesar Chavez St., SF 94110 (near intersection with Valencia St.)",Camera (Steadicam) follows lead character across rooftop (enclosed with handrails) and watches sun set in real time.,-122.4187841,37.7481155,12
210,6/25/2015,Entropy,"Int/Ext. 3435 Cesar Chavez St., SF 94110 (near intersection with Valencia St.)",Camera (Steadicam) follows lead character across rooftop (enclosed with handrails) and watches sun set in real time.,-122.4187841,37.7481155,12
184,6/18/2015,Entropy,"Ext. Video Wave of Noe Valley (1431 Castro St. SF 94114, near intersection with 25th St.)",Lead character walks up sidewalk and drops video cases into the return slot. Camera is stationary on Dana Dolly track (see: location #5 for further description),-122.433899,37.7499723,12
13,8/27/2014,Edsa Woolworth,"San Bruno St. (adjacent to Potrero del Sol Park, starting at 25th St.)","Two characters walking, dialogue",-122.404595,37.75071,11
325,12/13/2013,Sweet Kitty,"4376 24th Street, SF, CA 94114",Marcus watches a trash picker,-122.4401474,37.7511711,32
12,8/27/2014,Edsa Woolworth,"Potrero Street (between 25th and Cesar Chavez, adjacent to Potrero del Sol Park)","Two characters walking, dialogue",-122.4061697,37.7513798,11
396,12/27/2014,That Last Summer,Sidewalks on 24th between Folsom and Harrison Streets,"Boys walking and talking down sidewalk (we don't need to block off the sidewalk, passersby are fine); we will be alternating between locations 1 & 2 during this time (won't bring vehicles to L2)",-122.4140801,37.7525108,34
323,7/2/2013,The Other Barrio,Balmy Alley; Betw. 24th & 25th St & Treat & Harrison St SF. 94110,Couple admires artist at work,-122.4124601,37.7526102,37
178,6/17/2015,Entropy,Ext. Modern Times Bookstore (24th St. & Florida St.) SF 94110,Lead character walks into bookstore. Camera on tripod on sidewalk,-122.4100376,37.75276,12
322,7/1/2013,The Other Barrio,"Galeria Dela Raca; 2857 24th St., SF. CA 94110",Poetry reading & paperwork hand off,-122.4092904,37.7527651,37
395,12/27/2014,That Last Summer,Sidewalks on Folsom between 22nd 25th Streets (we'll be inside a private residence for part),"Boys walking and talking down sidewalk (we don't need to block off the sidewalk, passersby are fine); we will be alternating between locations 1 & 2 during this time",-122.4142491,37.7541192,34
312,4/3/2013,Saltwater,"Boogaloos 3296 22nd St, SF CA",Jenny & Max dialogue,-122.4206848,37.7554855,25
313,4/4/2013,Saltwater,"Boogaloos 3296 22nd St, SF CA",Jenny & Max dialogue,-122.4206848,37.7554855,25
304,3/13/2015,Steve Jobs,Castro St Between 21st St and Hill St,"Itc, Ptc Picture Cars Driving Up & Down Street, Camera in Street and Sidewalk",-122.4345368,37.7561323,30
342,11/4/2014,Americana,"Foreign Cinema, 2534 Mission Street, SF CA",Interior restaurant lunch scene 3 characters,-122.4189095,37.756429,4
420,7/29/2015,Summertime,"20th Street and Church ""INT House for Sale"" (3885 - 20th Street)",Principal shows potential buyers a home for sale,-122.4275985,37.7580444,31
386,1/24/2015,Terminator Genesys,"Dolores Park - SW Corner, 20th St. @ Church St.","View of downtown over Dolores Park. Mushroom cloud in the BG, Radioactive burn/sizzle on everything (But no wave of destruction)",-122.4280549,37.7580604,33
179,6/17/2015,Entropy,Ext. Borderlands Books and Ext. Dog Eared Books (Valencia St. & 20th St.) SF 94110,Lead character walks out of Borderlands. Lead character walks out of Dog Eared Books. Camera on tripod or Dana Dolly on sidewalk,-122.4212637,37.7585099,12
122,7/20/2014,Dawn of the Planet of the Apes,Alioto Park - Plaza across from city hall,,-122.418156,37.758845,10
137,6/21/2013,Quitters,Tank Hill Park (Sf Rec & Park) Clarendon @ Twin Peaks,Character walk dog in park,-122.4484601,37.7590301,23
416,7/25/2015,Summertime,Stanyan & Belgrave,Driving shots with camera mounted on car,-122.4515299,37.75948,31
82,2/11/2014,The Diary of a Teenage Girl,Tank Hill Park / GGP,Characters talk @ 2 different parks,-122.4469986,37.7598991,36
108,10/31/2014,Cardinal X,1458 33rd Ave. *Judah,Family holiday dinner,-122.4915924,37.7599525,7
389,2/16/2013,American Brawler,"1407 42nd Avenue, San Francisco, CA 94122 (Residence)","Interior dialogue, exterior establishing shot",-122.5018845,37.7603912,3
350,11/19/2014,Americana,20th Street and Illinois/Faxon St and Kenwood/Glenbrook and Mt. Springs,"Man waking up in car, Man makes phone call from car, Man waits in car",-122.387554,37.76059,4
208,6/25/2015,Entropy,"Ext. 500 Castro St., SF 94114 (intersection with 18th St.)","Lead characters walks NB on rainbow crosswalk (only with WALK signal present) on west side of Castro St. Camera (Steadicam) walks with her, facing down at crosswalk pattern",-122.435047,37.7607675,12
260,9/27/2013,Godzilla,Potrero @ San Bruno - View of City w/Foreground House,A still shot with Enviro cam on Tripod / Possibly / Briefly in street,-122.407117,37.761268,14
164,10/13/2014,The 9th Life of Louis Drax,19th Street at the corner of Texas - South Side of Street,Scenic view of SF. B-Roll only,-122.3954474,37.7613789,35
311,3/2/2013,Saltwater,656 Vermont St. San Francisco,Max and Jenny's apartment-domestic scenes and backyard scene,-122.4042398,37.7614105,25
207,6/25/2015,Entropy,"Ext. 444 Castro St., SF 94114 (Between Market St & 18th St.)","Lead character walks NB on sidewalk on east side of Castro St (west side). Camera (Steadicam) follows closely behind, looking east toward Castro Theatre",-122.4354019,37.7617493,12
205,6/25/2015,Entropy,"Ext. 30 Collingwood St., SF 94114 (near intersection with Market)",Lead charcater walks WB on sidewalk south of Market St. Camera (Steadicam) follows,-122.4365005,37.7618752,12
10,8/27/2014,Edsa Woolworth,18th Street (between Potrero St. and Utah St.),"Two characters walking, dialogue",-122.4072198,37.7619302,11
9,8/27/2014,Edsa Woolworth,Utah Street (between 18th St. and Mariposa St.),"Two characters walking, dialogue",-122.4062077,37.7620039,11
11,8/27/2014,Edsa Woolworth,San Bruno Street (between 18th St. and 19th St.),"Two characters walking, dialogue",-122.40519,37.7620603,11
391,2/18/2013,American Brawler,"650 Indiana Street, San Francisco, CA 94107 (Caf¨¦ Cocomo)","Interior dialogue, dancing scenes inside club",-122.39194,37.762156,3
104,9/25/2014,Se Armo,Castro and Market,Actor talking on the phone,-122.4351576,37.7626421,28
106,10/3/2014,Se Armo,Castro and Market,B/ROLL,-122.4351576,37.7626421,28
316,4/10/2013,Saltwater,"BAVC, 2727 Mariposa St. SF CA",Office scene,-122.4105906,37.7629542,25
238,9/13/2014,I Am Michael,Flint & 16th/ Castro - B-Roll,Taxi pulls up and James Franco steps out of cab,-122.4365282,37.7639914,15
319,6/27/2013,The Other Barrio,"518 Valencia St., SF. CA. 94110",Community meeting in progress,-122.4219109,37.7645246,37
209,6/25/2015,Entropy,"Ext. Roxie Theater, 3117 16th St., SF 94103 (intersection of 16th St. & Valencia St.)",Lead character walks WB on 16th St. (south side sidewalk). Camera (Steadicam) follows close behind.,-122.4224167,37.7646217,12
186,6/18/2015,Entropy,"Int/ Ext. Wonder Dog Rescue (2926 16th St., SF 94103 - near intersection with Van Ness Ave.)","Interior Lead character donates dog supplies to local shelter. Exterior Lead character exits the building, walks east on sidewalk, vomits on fence around abandoned area station. Camera handheld on sidewalk.
Note: we do not want a close-up of vomit so we can have the actress spit up water, ginger ale or something else  that is reasonably sanitary",-122.4181639,37.7651824,12
351,7/27/2014,Terminator Genesys,16 & Utah,Helicopter flies over Utah St. from 16th. Rises up before freeway,-122.4065452,37.7658409,33
114,11/16/2014,Cardinal X,119 Utah St. - Mighty,Actors dance and talk inside club with a line going out the door,-122.4067309,37.7681375,7
115,11/17/2014,Cardinal X,119 Utah St -  Mighty & San Bruno Ave btw Alameda & 15th,Actors talk Inside club,-122.4067309,37.7681375,7
413,7/24/2015,Summertime,Buena Vista East & Duboce; Buena Vista East & Haight,1 principal rides a bicycle through town,-122.4383401,37.7690897,31
185,6/18/2015,Entropy,"Ext. Rainbow Grocery (1745 Folsom St., SF 94103 - at intersection with Erie St.)","Camera on tripod on sidewalk. Lead character stands across the street from store, debating whether to go buy groceries.",-122.4150543,37.7691078,12
171,5/2/2014,San Francisco Song,Haight Street - between Stanyon and Masonic,"Two people who are visiting San Franciso Haight ashbury, they walk around the neighborhood and fall in love as they visit the different tourist attractions. Ext only. There is PLAYBACK AUDIO",-122.4535301,37.7691501,27
204,6/25/2015,Entropy,"Ext. 609 Ashbury St., SF 94117 (intersection with Haight St.)",Lead character walks NB on sidewalk on west side of Ashbury. Camera (Steadicam) follows closely behind,-122.4469353,37.7698039,12
422,7/29/2015,Summertime,53 Potomac Street,"Filming Ext footage of our hero house at dusk, establishing shots",-122.432785,37.7699814,31
414,7/25/2015,Summertime,Love Street Vintage: 1506 Haight & Adjacent Haight Sidewalk,3 principals walk and shop at Haight,-122.4471807,37.7700144,31
194,6/19/2015,Entropy,"Ext. 511 10th St., SF 94103 (junction with Brannan St., Division St. & Portero Ave.)",Lead character walks EB on sidewalk (south side of Division St.). Two other characters walk WB and pass her. Camera on tripod,-122.4094856,37.7701854,12
199,6/20/2015,Entropy,"Int/Ext. Stevenson & McCoppin St., SF 94103","Exterior 42-78 McCoppin St.: Lead charcater walks on north side of McCoppin, follows another character walking on south side of McCoppin",-122.42175,37.7716398,12
410,7/23/2015,Summertime,Oasis Nightclub: 298 - 11th Street San Francisco 94103,Dancing inside the disco,-122.4143906,37.7718887,31
331,9/15/2014,The Portal Experiment,"435 China Basin Street #533, San Francisco, CA 94158","Int Apartments of different individuals (redress same apt), using the futuristic portal shipping mechanism",-122.3903058,37.7719295,38
315,4/6/2013,Saltwater,"Merady, 545 Valencia St, SF CA",Max office,-122.422652,37.772455,25
7,8/27/2014,Edsa Woolworth,Octavia Street (between Haight St. and Hayes St.) * sidewalks only,"Two characters walking, dialogue",-122.423929,37.7729595,11
317,,Saltwater,"Goodwill Industries, 1580 Mission Street. San Francisco, CA 94103",Max's Office,-122.4184261,37.7733236,25
8,8/27/2014,Edsa Woolworth,Heron Street (between 8th Street and Berwick),"Two characters walking, dialogue",-122.4090537,37.7742143,11
402,7/7/2015,Unleashed,Hayes St. between Pierce St. and Steiner St./Parking Only,Walk and talk in the park. Person hiding behind a tree sprays the others with water gun,-122.4344947,37.7754048,42
407,6/30/2015,Unleashed,Hayes St. between Steiner and Scott,2 characters walking and talking up a hill with SF views in the background,-122.4328302,37.7756102,42
352,8/3/2014,Terminator Genesys,"Van Ness Ave, Fell to Lombard",Process trailer,-122.4195003,37.77638,33
355,8/3/2014,Terminator Genesys,Van Ness Ave. Fell to Lombard,Process Trailer,-122.4195003,37.77638,33
176,6/16/2015,Entropy,"Ext. 7th St. & Folsom St. Bus Stop, SF 94103",Lead character waits at bus stop. All shots from tripod or handheld on sidewalks,-122.407847,37.7767702,12
195,6/19/2015,Entropy,"Ext. The EndUp, 401 6th Street, SF 94103 (at intersection with Harrison St.)","Lead character stands at SE corner of intersection, waiting for light to change. Two characters smoke cigarettes and talk loudly behind her. Camera on tripod",-122.4039187,37.777243,12
440,7/20/2014,San Andreas,"AT&T Stadium, 24 Willie Mayes Plaza","3 characters run out of Stadium, there is a Group of people on the sidewalk, an earth quake hits and they duck for cover",-122.3911567,37.7783889,26
441,7/21/2014,San Andreas,"AT&T Stadium, 24 Willie Mayes Plaza",Two paragliders land on the field of AT&T park,-122.3911567,37.7783889,26
443,7/21/2014,San Andreas,"Aerial Work Over AT&T Park, Paragliders landing INSIDE the park","Tandem paragliders land in AT&T Park. Camera position on Pier 28, Boat docking at Pier 40N, Camera position at South Beach Harbor Lot (Port), paraglider landing zone at Pier 30/32",-122.3911896,37.778389,26
239,9/13/2014,I Am Michael,"Grove & Polk, thru Fulton & 6th, Masonic, 28th & 47th","Steadicam, mobile scenes throughout city streets",-122.4182188,37.7784805,15
412,7/23/2015,Summertime,Turk Street between Lyon and Baker Streets,Driving footage of San Francisco,-122.4437401,37.7790501,31
403,7/7/2015,Unleashed,1386 Golden Gate Ave between Steiner St and Fillmore St,Man walks by pet hospital carrying man,-122.4333496,37.7796745,42
155,7/11/2013,Quitters,Driving shots on Geary btwn 22nd Ave & Arguello,Characters drive & talk car on low-trailer smaller than process trailer,-122.4815297,37.7802899,23
398,8/24/2014,"Citizens United, The Movie","450 Golden Gate, San Francisco, CA 94102",Brief exterior shot of 450 Golden Gate (w/GSA Permission),-122.4179976,37.7813776,8
328,5/9/2013,"Mom, Murder & Me","Jefferson Park, Near 1100 Eddy, St (adjacent to park, not inside)","Three characters interact on the sidewalk adjacent of the park, on Eddy",-122.4242485,37.7824994,18
397,8/24/2014,"Citizens United, The Movie","203-211 Clement Street, San Francisco, CA 94118",Mostly interior shots of character conversation and walk throughs. Two exterior shots facing the buildings from the sidewalk of characters entering and leaving,-122.4728088,37.7825699,8
302,3/13/2015,Steve Jobs,Mission St & 5th St (Ext Chronicle),"Itc, Ptc, Actor Pretending to Sell Newspaper",-122.406514,37.782702,30
71,8/19/2013,Little Eden (Coming Home),"Inner Richmond District, Clement St. between 2nd and 7th Avenue","Five friends search for food, everything is closed. They realize they are stranded in the city because they are drunk and can't drive home. The two main characters hash out their problems on the",-122.4654692,37.7828912,16
203,6/25/2015,Entropy,"Ext. Phoenix Hotel (601 Eddy St., SF 94109 - near intersection with Larkin St.)",Lead character walks EB on sidewalk on south side of Eddy St. Camera (Steadicam) glides through Phoenix Hotel parking lot.,-122.418037,37.782938,12
70,8/18/2013,Little Eden (Coming Home),"Inner Richmond District, Clement St. between 2nd and 7th Avenue",Five friends walk around the city having fun,-122.460156,37.7831355,16
358,8/5/2014,Terminator Genesys,Market @ Mason,Drive by banner Set upon fence @ construction site,-122.4090758,37.7832309,33
189,6/19/2015,Entropy,"Ext. 1805 Geary Blvd., SF 94115 (Fillmore St. walkway above lower Geary)",Lead character walks NB on Fillmore St. walkway above lower Geary Blvd. Camera (on Steadicam) follows behind her on the sidewalk.,-122.4331031,37.7841456,12
181,6/17/2015,Entropy,Ext. Steiner St. (Elevated Walkway above Geary Blvd.),Lead character walks southbound on elevated walkway above Geary Blvd. Camera on tripod on sidewalk,-122.4345809,37.7843188,12
309,2/27/2015,My Sunshine,"Market St Scene: 7 Powell St, San Francisco, CA, 94102",Sunshine is sending out flyers to tourist on the street,-122.4077609,37.7848973,19
63,5/4/2015,"Smile Again, Jenny  Lee","Europa Caf¨¦, 4318 California St (INT) and 5th Avenue at California (EXT) - EXT. from 7pm-10pm","Main character meets her father in restaurant. When she leaves, rains starts. She runs, falls, sprains her ankle, and her father carries her away.",-122.4638157,37.7851347,29
182,6/17/2015,Entropy,Ext. 1712 Fillmore St. (near Post St.),Lead character walks past vacant storefront. Camera on tripod on sidewalk,-122.4330682,37.7853835,12
88,2/18/2014,The Diary of a Teenage Girl,"Geary, between Polk & Larkin",,-122.4197422,37.7859002,36
428,7/8/2014,San Andreas,Area around Mission between 3rd & 4th,LIDAR scans and plate shots with camera on tripod,-122.4020002,37.7862699,26
183,6/17/2015,Entropy,Ext. Fred's Liquor Store (300 Mason St. SF 94102 - at intersection with O'Farrell St.),"Camera on steadicam on sidewalk. Lead character walks into liquor store and buys a bottle of Scotch, then walks out. Camera on south side facing in through windows.",-122.4095154,37.786499,12
372,8/14/2014,Terminator Genesys,Powell St. at Geary St. - Union Square Sidewalk Motion Picture Plate Union Square Area-Still Photography,"VFX - Plate shot movie camera on sticks, VFX - Still camera on sticks scanning buildings",-122.4082116,37.7873643,33
162,10/12/2014,The 9th Life of Louis Drax,283 Harrison - Near Bealle street overpass. South side of street.,"Scenic view, Harrison Street & Bay Bridge. B-Roll only",-122.3910655,37.7875044,35
113,11/10/2014,Cardinal X,420 Mason St. Ruby skye,Actors talk and dance in night club,-122.4098879,37.7876117,7
362,8/2/2014,Terminator Genesys,Construction Site in Front of 260 Stockton at Post Street,Still Photography for VFX Unit,-122.4066612,37.7882595,33
347,11/13/2014,Americana,"Variety Preview Room, 582 Market Street",6 people screen their movie dailies at a interior screening room,-122.4016113,37.7895241,4
